Posições selecionadas,Valores selecionados,Valores gerados,Valores simulados,Erros,Erros absolutos
"(261, 6168)",2.0,3.921535776679257,3.921479987531057,1.921479987531057,1.921479987531057
"(56, 1024)",3.0,2.7517957015025947,2.7532125381815735,-0.24678746181842648,0.24678746181842648
"(559, 1977)",3.5,0.5,0.5031777281752486,-2.9968222718247515,2.9968222718247515
"(47, 1480)",3.5,2.7982044727441844,2.7983730849847026,-0.7016269150152974,0.7016269150152974
"(456, 2396)",2.5,0.5,0.4996463230596413,-2.0003536769403585,2.0003536769403585
"(647, 5116)",4.0,1.3306924098840178,1.330621003453327,-2.6693789965466728,2.6693789965466728
"(517, 83)",3.0,0.5,0.5001263347236091,-2.499873665276391,2.499873665276391
"(246, 37)",3.0,3.992837838972174,3.9957587193102326,0.9957587193102326,0.9957587193102326
"(349, 403)",4.0,3.6237755901994193,3.6238892543855985,-0.3761107456144015,0.3761107456144015
"(546, 8102)",4.0,4.382891196731506,4.382894965037711,0.38289496503771137,0.38289496503771137
"(362, 607)",5.0,1.0369014029536763,1.035332236758066,-3.964667763241934,3.964667763241934
"(451, 4307)",2.0,2.9701608480076387,2.9701560832629146,0.9701560832629146,0.9701560832629146
"(149, 1269)",3.5,2.642334933377828,2.642221644843805,-0.8577783551561948,0.8577783551561948
"(645, 1449)",5.0,0.5,0.5003388316976912,-4.499661168302309,4.499661168302309
"(213, 1045)",4.0,0.9893899064747753,0.9899374882493674,-3.0100625117506326,3.0100625117506326
"(475, 2860)",3.0,0.5,0.49798079918335714,-2.502019200816643,2.502019200816643
"(219, 1350)",1.0,2.317642252732161,2.3175978512673545,1.3175978512673545,1.3175978512673545
"(139, 2847)",3.5,1.922691833324273,1.9244477891418899,-1.5755522108581101,1.5755522108581101
"(312, 955)",4.0,1.3400631572122834,1.3397512583761408,-2.6602487416238594,2.6602487416238594
"(33, 1024)",3.0,2.631522444623711,2.6316735253350934,-0.36832647466490664,0.36832647466490664
"(40, 2904)",3.5,0.8352063362627765,0.8353343193502529,-2.664665680649747,2.664665680649747
"(354, 100)",4.0,1.3440850294224203,1.3410541628407313,-2.6589458371592687,2.6589458371592687
"(648, 304)",4.0,1.755929485295558,1.719393181670256,-2.280606818329744,2.280606818329744
"(456, 5462)",2.5,2.4447852131099275,2.4448397883337005,-0.055160211666299475,0.055160211666299475
"(474, 8748)",3.5,1.381629742810663,1.381765690590206,-2.118234309409794,2.118234309409794
"(56, 389)",4.0,0.6607303632884665,0.6554205774254955,-3.3445794225745047,3.3445794225745047
"(670, 3999)",2.0,1.5012047739096799,1.5039791145830173,-0.49602088541698275,0.49602088541698275
"(486, 456)",4.0,1.9567084858296273,1.9653305344115921,-2.034669465588408,2.034669465588408
"(149, 1564)",3.0,1.2100384770922283,1.2110308157095555,-1.7889691842904445,1.7889691842904445
"(653, 3217)",4.5,0.5,0.5003921919654842,-3.999607808034516,3.999607808034516
"(554, 444)",3.0,0.7966015205105976,0.7949227412257043,-2.2050772587742955,2.2050772587742955
"(508, 1308)",2.0,1.3702394781762393,1.3701668024923268,-0.6298331975076732,0.6298331975076732
"(241, 1024)",5.0,1.387908233872762,1.3874488539491372,-3.612551146050863,3.612551146050863
"(546, 159)",0.5,1.259050152840355,1.2590554212203715,0.7590554212203715,0.7590554212203715
"(357, 1179)",2.0,2.243930768792137,2.2439761302109864,0.2439761302109864,0.2439761302109864
"(563, 1897)",3.0,0.5,0.499990317873085,-2.500009682126915,2.500009682126915
"(14, 1937)",1.0,0.5,0.5000180323205656,-0.49998196767943437,0.49998196767943437
"(72, 906)",4.0,0.8584146223349023,0.8585180389485512,-3.141481961051449,3.141481961051449
"(463, 309)",3.0,1.6631219748033663,1.6496776491057292,-1.3503223508942708,1.3503223508942708
"(293, 1039)",3.0,3.7616879406936365,3.7621332607332554,0.7621332607332554,0.7621332607332554
"(244, 615)",5.0,2.3615125329039754,2.363960491825729,-2.636039508174271,2.636039508174271
"(479, 963)",4.5,0.5554128227205136,0.5558224379631216,-3.944177562036878,3.944177562036878
"(462, 3465)",2.0,0.5,0.5006368013905133,-1.4993631986094869,1.4993631986094869
"(276, 8749)",4.0,0.6462012167202547,0.652052805272758,-3.347947194727242,3.347947194727242
"(552, 6957)",3.0,4.216450424762642,4.216247919027819,1.2162479190278193,1.2162479190278193
"(58, 2407)",1.5,0.7611057567690679,0.7607967047704477,-0.7392032952295523,0.7392032952295523
"(27, 729)",5.0,0.5737700121740537,0.575632838195623,-4.424367161804377,4.424367161804377
"(474, 6356)",0.5,3.9863426107122084,3.9863322724947077,3.4863322724947077,3.4863322724947077
"(508, 3741)",4.0,3.3058624603789064,3.3058032471578027,-0.6941967528421973,0.6941967528421973
"(22, 2898)",4.0,3.7659438248823918,3.765950925034799,-0.2340490749652009,0.2340490749652009
"(441, 1794)",4.5,1.0865175377716487,1.086285773891296,-3.413714226108704,3.413714226108704
